"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106"
"4.2","4.1","4.1","4.0","4.1","3.1","3.3","3.5","3.6","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","2.7","2.7","3.1","3.6","4.1","3.5","2.9","2.5","2.3","2.9","3.0","3.6","3.6","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","2.9","4.2","4.3","23","69","8",NA,NA,"Lab for BIOL 1115 (201710: Fall 2016)","Romero Santiveri, Clara","12","Lab for BIOL 1115","13413","BIOL","17","15","0","Biology","1116","3.4","3.0","3.7","4.1","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.4","3.2","3.3","3.3","3.3","3.4","3.7","3.5","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","2.9","3.2","2.9","3.1","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","3.9","3.6","3.7","3.7","4.1","3.9","3.5","3.3","3.1","3.8","3.6","3.9","3.7","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.3","20","67","13",NA,NA,"Lab for BIOL 1115 (201710: Fall 2016)","Greenwich, Jennifer","13","Lab for BIOL 1115","17014","BIOL","9","5","1","Biology","1116","3.9","3.6","4.3","4.3","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.7","4.0","3.0","3.5","3.7","4.5","3.8","3.8","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.0","4.0","3.0","3.5","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.5","4.0","4.8","4.5","4.5","4.3","4.5","4.0","4.3","4.5","4.3","3.8","4.8","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.3",NA,"75","25",NA,NA,"Lab for BIOL 1115 (201710: Fall 2016)","Greenwich, Jennifer","14","Lab for BIOL 1115","17015","BIOL","8","6","1","Biology","1116","3.8","3.5","3.9","4.2","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.7","4.3","3.4","3.5","3.8","4.3","4.3","3.8","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","3.2","3.6","3.3","4.0","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.0","3.8","4.2","4.4","4.6","3.8","3.6","3.6","3.2","4.0","3.4","4.0","4.6","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.3","40","40","20",NA,NA,"Lab for BIOL 1115 (201710: Fall 2016)","Romero Santiveri, Clara","15","Lab for BIOL 1115","17016","BIOL","14","10","0","Biology","1116","2.9","2.6","2.9","2.7","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","2.4","3.0","2.6","3.0","2.5","2.9","2.9","3.6","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","2.5","2.9","2.5","2.6","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","2.7","2.5","2.8","3.2","3.5","3.1","2.6","2.6","2.3","3.6","2.6","3.4","2.9","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","2.7","4.2","4.3","10","50","40",NA,NA,"Integrated Anat  Physiol 1 (201710: Fall 2016)","Richardson, Christopher","02","Integrated Anat  Physiol 1","10788","BIOL","145","89","1","Biology","1117","3.5","3.8","3.8","3.6","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.3","3.3","4.1","3.1","3.3","2.9","3.4","4.4","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.4","4.0","3.0","3.1","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","3.8","3.2","4.0","4.2","4.2","3.9","3.2","3.6","3.0","4.3","3.4","4.0","4.4","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.2","4.3","6","23","35","24","13","Integrated Anat  Physiol 1 (201710: Fall 2016)","Richardson, Christopher","03","Integrated Anat  Physiol 1","10787","BIOL","49","32","1","Biology","1117","3.5","3.6","3.6","3.3","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.1","3.1","4.1","3.2","3.3","2.9","3.3","4.5","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.5","3.8","2.8","3.1","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","3.6","3.0","3.8","4.1","3.9","3.9","3.0","3.7","2.7","4.3","3.0","3.8","4.1","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.3","4.2","4.3",NA,"19","39","23","19","Lab for BIOL 1117 (201710: Fall 2016)","Erler, Piril","01","Lab for BIOL 1117","10786","BIOL","18","11","0","Biology","1118","4.3","4.0","4.3","4.3","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.9","4.5","4.3","4.4","4.0","4.2","4.0","4.7","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.5","4.4","3.3","3.5","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.4","4.3","4.5","4.5","4.7","4.3","4.1","4.0","4.1","4.4","3.9","4.5","4.5","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.3",NA,NA,NA,"91",NA,"Lab for BIOL 1117 (201710: Fall 2016)","Logan, Robert","02","Lab for BIOL 1117","10785","BIOL","18","5","1","Biology","1118","4.1","4.1","4.0","3.5","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.3","4.5","3.8","4.0","3.5","4.0","4.0","4.8","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.5","4.3","3.3","4.0","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","3.8","4.0","4.3","4.3","4.0","4.0","3.8","3.8","3.3","4.5","4.3","4.0","4.5","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.5","4.2","4.3",NA,"50","50",NA,NA,"Lab for BIOL 1117 (201710: Fall 2016)","Freitas, Polina","03","Lab for BIOL 1117","10782","BIOL","18","13","0","Biology","1118","4.5","4.5","4.9","4.9","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.3","4.7","4.3","4.5","4.5","4.7","4.6","4.5","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.9","4.8","3.9","4.0","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.8","4.9","4.8","4.8","4.9","4.9","4.8","4.8","4.9","4.9","4.8","4.8","4.9","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.9","4.2","4.3","38","38",NA,NA,"15","Lab for BIOL 1117 (201710: Fall 2016)","Greenwich, Jennifer","04","Lab for BIOL 1117","12576","BIOL","16","11","0","Biology","1118","4.1","4.1","4.4","4.6","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.3","4.2","3.7","4.3","4.0","4.6","3.9","4.5","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.5","4.6","3.4","3.6","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.5","4.5","4.5","4.5","4.5","4.5","4.5","3.9","4.1","4.5","4.4","4.3","4.5","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.3",NA,NA,"73",NA,"18","Lab for BIOL 1117 (201710: Fall 2016)","Fitzgerald, Jessica","05","Lab for BIOL 1117","10768","BIOL","17","14","0","Biology","1118","4.3","4.2","4.8","4.9","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.1","4.5","4.1","4.3","4.3","4.1","4.1","4.6","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.5","4.4","3.8","4.1","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.6","4.7","4.8","4.8","4.9","4.8","4.7","4.6","4.7","4.9","4.8","4.8","4.8","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.9","4.2","4.3","50","36","14",NA,NA,"Lab for BIOL 1117 (201710: Fall 2016)","Reverdy, Alicyn","06","Lab for BIOL 1117","10766","BIOL","9","4","0","Biology","1118","3.7","4.2","4.7","4.3","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.0","3.3","4.0","4.0","3.3","3.3","3.5","4.3","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.5","4.5","4.3","3.5","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.8","4.8","5.0","5.0","5.0","5.0","4.5","4.3","4.8","4.8","4.3","4.3","4.5","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.3","50",NA,"50",NA,NA,"Lab for BIOL 1117 (201710: Fall 2016)","Freitas, Polina","08","Lab for BIOL 1117","12577","BIOL","17","12","0","Biology","1118","4.4","4.6","4.7","4.8","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.3","4.2","4.5","4.5","4.3","4.5","4.5","4.8","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.8","4.7","4.3","4.4","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.8","4.6","4.7","4.7","4.8","4.8","4.7","4.7","4.8","4.6","4.8","4.8","4.7","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.3","8","33","42","8","8","Lab for BIOL 1117 (201710: Fall 2016)","Logan, Robert","09","Lab for BIOL 1117","10763","BIOL","15","5","0","Biology","1118","4.2","4.4","4.4","4.6","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.0","4.2","4.0","4.4","4.0","4.0","4.3","4.6","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.4","4.4","4.0","4.5","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.8","4.6","4.4","4.2","4.6","4.2","4.2","4.2","4.4","4.8","4.2","4.4","4.6","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.3",NA,"20","40","40",NA,"Lab for BIOL 1117 (201710: Fall 2016)","Greenwich, Jennifer","10","Lab for BIOL 1117","10762","BIOL","16","7","0","Biology","1118","4.4","4.3","4.4","4.6","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.7","4.3","4.4","4.7","4.2","4.6","4.1","4.6","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.7","4.7","3.7","3.9","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.6","4.6","4.6","4.7","4.7","4.3","4.1","4.3","4.1","4.4","4.3","4.3","4.6","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.3","14","43","29","14",NA,"Lab for BIOL 1117 (201710: Fall 2016)","Fitzgerald, Jessica","11","Lab for BIOL 1117","10284","BIOL","14","10","0","Biology","1118","4.0","3.9","4.3","3.8","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.3","3.6","4.0","4.2","4.1","4.2","4.1","4.5","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.6","4.2","3.4","3.3","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.5","4.2","4.2","4.5","4.5","4.4","4.0","4.4","4.3","4.8","3.9","3.8","4.1","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.3","20","40","20","20",NA,"Lab for BIOL 1117 (201710: Fall 2016)","Reverdy, Alicyn","12","Lab for BIOL 1117","10283","BIOL","19","15","2","Biology","1118","4.0","4.1","4.5","4.5","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.7","3.9","3.9","3.9","3.8","4.0","3.9","4.5","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.5","4.1","3.9","3.8","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.5","4.3","4.5","4.6","4.6","4.6","4.3","4.5","4.4","4.7","4.2","4.5","4.4","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.3","8","46","46",NA,NA,"Lab for BIOL 1117 (201710: Fall 2016)","Erler, Piril","14","Lab for BIOL 1117","10937","BIOL","16","10","0","Biology","1118","4.0","4.2","4.3","4.4","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.7","4.0","3.8","4.0","4.0","4.1","3.8","4.6","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.6","4.5","3.3","3.5","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.5","4.4","4.4","4.4","4.4","4.5","4.0","4.2","4.0","4.4","4.1","4.3","4.2","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.3",NA,"60","20","20",NA,"Biology and Society (201710: Fall 2016)","Belanger, Diana","01","Biology and Society","17737","BIOL","39","17","0","Biology","1143","4.2","4.2","4.4","4.5","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.1","3.6","4.5","4.1","4.4","4.4","4.5","4.2","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.2","4.2","4.1","4.2","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.4","4.5","4.5","4.4","4.5","4.6","4.2","4.5","4.5","4.5","4.4","4.5","4.3","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.3",NA,"24","47","6","18","The Human Organism (201710: Fall 2016)","Yashon, Ronnee","01","The Human Organism","17738","BIOL","40","19","0","Biology","1147","4.0","4.1","4.1","4.0","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.7","4.1","4.2","4.0","4.1","4.0","4.2","3.8","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.2","4.2","4.0","4.2","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.0","3.6","4.0","4.1","4.1","4.1","4.1","4.4","4.1","4.2","4.0","4.3","4.3","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.3","42",NA,"37",NA,"16","Inquiries in Biological Sci (201710: Fall 2016)","Strauss, Phyllis","01","Inquiries in Biological Sci","12504","BIOL","18","14","0","Biology","2299","3.6","4.1","3.6","3.6","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.3","2.9","3.9","3.5","3.6","3.9","3.1","4.7","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.6","4.1","4.0","3.8","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","3.4","2.7","3.7","3.9","4.0","3.9","3.3","3.0","2.8","3.6","3.4","4.4","4.4","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.2","4.3",NA,"43",NA,"21","29","Inquiries in Biological Sci (201710: Fall 2016)","Roth, Aaron","02","Inquiries in Biological Sci","17739","BIOL","38","29","1","Biology","2299","4.4","4.6","4.7","4.8","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.9","3.2","4.7","4.4","4.7","4.8","4.3","4.5","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.8","4.5","4.5","4.7","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.9","4.7","4.5","4.5","4.8","4.5","4.4","4.7","4.8","4.9","4.8","4.6","5.0","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.3","54",NA,"21",NA,"18","Inquiries in Biological Sci (201710: Fall 2016)","Begley, Gail","03","Inquiries in Biological Sci","13414","BIOL","30","27","1","Biology","2299","4.0","4.3","4.3","4.2","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.1","2.0","4.3","3.9","4.0","4.2","3.9","4.0","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.2","4.5","4.0","4.5","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.6","4.1","4.2","4.5","4.7","4.1","4.0","4.2","3.9","4.5","4.0","4.6","4.9","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.3",NA,"38",NA,"35","23","Inquiries in Biological Sci (201710: Fall 2016)","Powers-Lee, Susan","04","Inquiries in Biological Sci","14187","BIOL","32","26","1","Biology","2299","4.6","4.8","4.9","5.0","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.6","4.0","5.0","4.6","4.8","4.6","4.4","4.5","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","5.0","4.8","4.6","4.7","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","5.0","4.9","4.9","4.9","5.0","4.9","4.7","4.8","5.0","5.0","4.9","4.7","5.0","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.3",NA,"46",NA,"42","8","Inquiries in Biological Sci (201710: Fall 2016)","McElligott, Melissa","05","Inquiries in Biological Sci","14457","BIOL","27","19","0","Biology","2299","4.5","4.6","4.7","4.8","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.1","3.8","4.7","4.6","5.0","4.7","4.4","4.9","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","5.0","4.8","4.3","4.5","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","5.0","4.8","4.9","4.8","5.0","4.9","4.4","4.4","4.7","4.8","4.5","4.6","5.0","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.3",NA,"21",NA,"63","11","Inquiries in Biological Sci (201710: Fall 2016)","Strauss, Phyllis","07","Inquiries in Biological Sci","18149","BIOL","11","9","0","Biology","2299","2.8","3.1","2.6","2.1","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","2.6","2.0","3.0","2.8","2.8","2.6","2.7","3.7","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","3.3","3.0","3.1","2.9","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","2.2","1.8","2.6","3.0","3.0","2.7","2.8","2.7","1.6","2.2","2.3","3.3","3.6","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","2.1","4.2","4.3",NA,NA,"44","33",NA,"Genetics  Molecular Biology (201710: Fall 2016)","Vollmer, Steven","01","Genetics  Molecular Biology","10847","BIOL","240","133","4","Biology","2301","3.9","3.8","4.2","4.2","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.8","3.8","4.4","3.6","4.0","3.6","3.8","4.2","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","4.2","4.1","3.0","3.4","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.5","4.0","4.3","4.5","4.5","4.4","3.7","4.1","3.9","4.3","3.8","4.3","4.3","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.3","10",NA,"42","35","9","Lab for BIOL 2301 (201710: Fall 2016)","Certner, Rebecca","01","Lab for BIOL 2301","10757","BIOL","20","11","3","Biology","2302","3.7","3.7","4.4","4.0","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.8","3.8","4.1","3.9","3.7","3.9","3.5","3.0","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","3.1","3.9","4.0","3.8","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","4.5","4.6","4.5","4.4","4.6","4.4","4.5","4.1","3.9","4.3","4.1","4.4","4.4","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.3","100",NA,NA,NA,NA,"Lab for BIOL 2301 (201710: Fall 2016)","Certner, Rebecca","02","Lab for BIOL 2301","10424","BIOL","19","9","0","Biology","2302","3.5","3.5","3.5","3.4","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","3.3","3.7","3.7","3.7","3.4","3.4","3.8","3.2","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
"4.2","4.1","4.1","4.0","4.1","3.2","3.9","3.6","3.4","4.0","4.0","3.5","3.6","4.2","4.3","4.0","4.1","3.9","3.4","3.7","4.0","3.6","3.3","3.3","3.2","3.1","3.7","2.9","3.7","3.1","4.3","4.0","4.2","4.3","4.4","4.2","3.9","4.1","3.9","4.4","4.0","4.3","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.4","4.2","4.3","78","22",NA,NA,NA,"Lab for BIOL 2301 (201710: Fall 2016)","Vitalo, Antonia","03","Lab for BIOL 2301","10752","BIOL","23","14","3","Biology","2302","4.1","4.0","4.6","4.8","3.9","3.8","4.2","4.2","4.1","4.1","4.4","4.3","4.0","4.1","4.5","4.2","4.3","4.5","4.0","3.2","3.7","3.7","4.1","3.8","3.9","3.9","3.9","4.0","4.0","3.9","4.2"
