"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106"
"1","CS  Its Applications (201730: Spring 2017)","Ossowski, Jacek","01","CS  Its Applications","31617","CS","18","10","0","Computer Science","1100","4.2","4.4","4.4","4.5","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.2","4.3","4.4","4.5","3.8","3.7","4.2","4.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","4.2","4.4","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.5","4.4","4.4","4.7","4.5","4.1","4.4","4.4","4.0","4.6","4.5","4.5","4.5","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","10","40","20","20","10"
"2","CS  Its Applications (201730: Spring 2017)","Lieberherr, Karl","02","CS  Its Applications","31618","CS","10","6","1","Computer Science","1100","4.0","4.0","4.2","3.8","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.2","2.7","4.6","4.6","3.4","4.0","4.0","4.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.0","3.8","3.8","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.2","4.2","4.2","4.6","4.4","4.4","3.8","4.0","3.8","4.4","4.2","4.0","4.2","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4","20","60",NA,NA,"20"
"3","CS  Its Applications (201730: Spring 2017)","Amor-Tijani, Ghita","03","CS  Its Applications","31619","CS","19","12","0","Computer Science","1100","4.0","4.0","4.1","4.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.4","3.8","4.3","4.5","3.9","3.9","4.3","4.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","3.6","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.2","4.0","4.2","4.3","4.4","3.8","3.7","4.2","3.9","4.3","4.2","3.9","4.2","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4","17","33",NA,"25","17"
"4","CS  Its Applications (201730: Spring 2017)","Lieberherr, Karl","04","CS  Its Applications","31620","CS","15","7","1","Computer Science","1100","4.2","4.4","4.2","3.8","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","4.5","4.5","4.2","4.0","3.7","4.2","4.7","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.3","4.0","4.8","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.5","4.0","4.0","4.3","4.3","4.2","4.2","4.3","4.2","4.2","4.3","4.0","4.2","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4","17","50","17","17",NA
"5","CS  Its Applications (201730: Spring 2017)","Amor-Tijani, Ghita","05","CS  Its Applications","32524","CS","19","16","0","Computer Science","1100","3.7","3.6","4.2","4.1","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","2.5","4.0","3.9","3.4","3.3","4.2","3.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.8","3.2","3.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.1","4.2","4.2","4.3","3.9","3.8","4.3","3.9","4.5","4.2","4.1","4.3","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4",NA,"50","25","19",NA
"6","CS  Its Applications (201730: Spring 2017)","Naji, Nada","06","CS  Its Applications","33631","CS","18","11","0","Computer Science","1100","4.0","4.3","4.3","4.4","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.8","4.3","4.4","3.8","3.7","4.5","3.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.5","4.3","4.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.1","4.4","4.3","4.6","4.1","4.3","4.3","4.3","4.7","4.4","4.2","4.4","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","18","45",NA,"9","18"
"7","CS  Its Applications (201730: Spring 2017)","Ossowski, Jacek","08","CS  Its Applications","35718","CS","19","8","0","Computer Science","1100","3.9","4.0","3.9","4.1","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.5","2.0","4.5","4.5","3.8","3.2","4.3","3.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.3","3.0","3.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.0","3.9","4.0","4.1","4.3","3.5","3.7","4.0","3.8","3.9","3.9","3.9","3.6","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4","25","50","13","13",NA
"8","CS  Its Applications (201730: Spring 2017)","Lieberherr, Karl","10","CS  Its Applications","37416","CS","10","6","0","Computer Science","1100","4.5","4.6","4.5","4.5","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","4.0","4.8","4.8","4.5","4.2","4.8","4.2","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.7","4.5","4.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.7","4.7","4.5","4.5","4.3","4.2","4.5","4.5","4.7","4.5","4.7","4.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","17","50","33",NA,NA
"9","CS  Its Applications (201730: Spring 2017)","Amor-Tijani, Ghita","11","CS  Its Applications","37417","CS","19","10","0","Computer Science","1100","4.3","4.4","4.5","4.3","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","4.0","4.7","4.7","4.1","4.2","4.6","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.8","3.9","4.0","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.5","4.5","4.4","4.5","4.7","4.7","4.6","4.4","4.4","4.4","4.5","4.8","4.5","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","10","60","30",NA,NA
"10","CS  Its Applications (201730: Spring 2017)","Lieberherr, Karl","12","CS  Its Applications","37418","CS","18","8","0","Computer Science","1100","4.2","4.3","4.3","4.4","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.7","4.4","4.4","4.1","4.1","4.3","4.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.4","4.2","4.2","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.1","4.3","4.7","4.3","4.3","4.3","4.3","4.1","4.3","4.1","4.3","4.4","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","13","50","13","13","13"
"11","CS  Its Applications (201730: Spring 2017)","Amor-Tijani, Ghita","13","CS  Its Applications","37419","CS","17","11","0","Computer Science","1100","4.3","4.5","4.4","4.4","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","3.6","4.6","4.6","4.1","4.0","4.6","4.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.6","4.3","4.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.6","4.6","4.4","4.4","4.6","4.4","4.4","4.3","4.3","4.4","4.3","4.5","4.4","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","10","40","40","10",NA
"12","CS  Its Applications (201730: Spring 2017)","Naji, Nada","14","CS  Its Applications","37421","CS","17","11","0","Computer Science","1100","3.7","3.5","4.2","4.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.6","3.3","4.0","4.0","3.7","3.5","3.5","4.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","4.1","2.7","3.0","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.0","4.1","4.4","4.4","4.0","3.9","4.2","4.1","4.5","4.3","4.4","4.5","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","18",NA,"55","18",NA
"13","CS  Its Applications (201730: Spring 2017)","Ossowski, Jacek","15","CS  Its Applications","37423","CS","18","10","0","Computer Science","1100","4.0","4.0","4.0","4.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.6","3.3","4.3","4.3","4.0","3.7","4.5","3.9","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.4","3.4","3.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","4.0","4.4","4.2","4.4","3.7","3.5","3.9","3.7","4.1","4.0","3.9","4.3","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4","30","20","10","30","10"
"14","CS  Its Applications (201730: Spring 2017)","Ossowski, Jacek","16","CS  Its Applications","37424","CS","19","10","0","Computer Science","1100","4.5","4.5","4.5","4.6","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.2","4.0","4.7","4.7","4.5","4.2","4.8","4.2","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.7","4.0","4.4","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.5","4.5","4.5","4.5","4.4","4.4","4.2","4.3","4.6","4.7","4.6","4.5","4.5","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.4","10","60","30",NA,NA
"15","CS  Its Applications (201730: Spring 2017)","Lieberherr, Karl","18","CS  Its Applications","37426","CS","10","7","0","Computer Science","1100","3.8","4.1","3.9","3.9","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","3.5","4.1","4.0","3.1","3.6","3.6","4.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.1","4.0","4.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.4","3.6","4.0","4.0","3.9","4.0","3.9","4.1","3.6","4.3","4.0","3.9","3.9","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.2","4.4","29","29",NA,"29",NA
"16","CS  Its Applications (201730: Spring 2017)","Amor-Tijani, Ghita","19","CS  Its Applications","37427","CS","19","12","0","Computer Science","1100","4.3","4.5","4.5","4.3","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","4.4","4.6","4.4","3.9","4.0","4.7","4.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.6","4.3","4.4","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.3","4.5","4.6","4.6","4.4","4.3","4.5","4.1","4.8","4.7","4.6","4.6","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","8","17","33","33","8"
"17","CS  Its Applications (201730: Spring 2017)","Lieberherr, Karl","20","CS  Its Applications","37428","CS","9","6","1","Computer Science","1100","4.3","3.8","4.1","4.4","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.6","4.0","4.6","4.8","4.4","4.6","4.8","3.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.0","3.6","3.4","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.0","4.2","4.2","4.4","4.4","4.2","4.0","4.2","4.2","4.4","4.0","3.8","3.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","40","20",NA,"40",NA
"18","CS  Its Applications (201730: Spring 2017)","Amor-Tijani, Ghita","21","CS  Its Applications","37429","CS","19","14","0","Computer Science","1100","4.2","4.0","4.4","4.4","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.1","4.0","4.5","4.4","4.0","4.0","4.4","4.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.3","3.3","3.7","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.6","4.1","4.4","4.6","4.6","4.4","4.2","4.4","4.4","4.6","4.5","4.5","4.6","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","21","57","21",NA,NA
"19","CS  Its Applications (201730: Spring 2017)","Naji, Nada","22","CS  Its Applications","37430","CS","18","15","0","Computer Science","1100","3.7","3.9","4.1","4.1","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","2.8","4.3","4.2","3.5","3.3","3.5","3.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.1","3.4","3.8","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","4.1","4.1","4.4","4.3","3.9","3.8","4.1","4.0","4.5","4.1","4.1","4.1","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4",NA,"47","27","7","13"
"20","CS  Its Applications (201730: Spring 2017)","Ossowski, Jacek","23","CS  Its Applications","37431","CS","18","7","0","Computer Science","1100","3.6","4.0","4.0","4.4","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","2.5","4.1","4.0","3.3","3.1","3.9","3.7","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.1","3.8","3.8","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","4.1","4.0","4.1","4.1","4.0","3.2","3.8","4.0","4.1","4.0","3.7","4.1","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","14","14","43","29",NA
"21","CS  Its Applications (201730: Spring 2017)","Ossowski, Jacek","24","CS  Its Applications","37432","CS","18","12","0","Computer Science","1100","3.9","3.8","4.1","4.3","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.7","4.2","4.0","3.9","3.8","4.1","4.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.2","3.2","3.8","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","4.1","4.1","4.0","4.2","3.8","4.0","4.1","4.2","4.4","4.0","3.9","4.3","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","27","27","18","27",NA
"22","CS/IS Overview 1 (201730: Spring 2017)","Grenier, Jonathan","01","CS/IS Overview 1","33632","CS","20","8","0","Computer Science","1200","4.6","4.6","5.0","5.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.5","5.0","4.6","4.6","4.8","4.8","5.0","4.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.5","4.7","4.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4.9","5.0","5.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4",NA,NA,NA,NA,"88"
"23","CS/IS Overview 2: Co-op Prep (201730: Spring 2017)","Hughes, Kaitlyn","01","CS/IS Overview 2: Co-op Prep","30566","CS","23","13","1","Computer Science","1210","3.8","4.1","4.8","4.6","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.8","4.2","3.8","4.1","4.3","3.9","3.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.2","4.0","4.2","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.9","4.9","4.8","4.9","4.9","4.6","4.4","4.5","4.9","4.9","4.8","4.8","4.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.4","92","8",NA,NA,NA
"24","CS/IS Overview 2: Co-op Prep (201730: Spring 2017)","Peikin, Melissa","02","CS/IS Overview 2: Co-op Prep","30565","CS","38","29","0","Computer Science","1210","3.5","3.6","4.5","4.7","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","2.5","3.8","3.4","3.9","3.9","3.5","2.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.7","3.7","3.6","3.5","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.6","4.5","4.5","4.5","4.6","4.5","4.5","4.5","4.5","4.6","4.4","4.5","4.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4","83","17",NA,NA,NA
"25","CS/IS Overview 2: Co-op Prep (201730: Spring 2017)","Montes, Yasmil","03","CS/IS Overview 2: Co-op Prep","34669","CS","37","32","1","Computer Science","1210","3.3","3.4","3.9","4.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.4","2.9","3.5","3.3","3.7","3.7","3.3","2.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.3","3.7","3.5","3.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.2","4.0","4.1","4.1","4.1","3.6","3.8","3.9","3.7","4.1","3.9","4.0","3.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","83","13","3",NA,NA
"26","CS/IS Overview 2: Co-op Prep (201730: Spring 2017)","Shire, Jennifer","04","CS/IS Overview 2: Co-op Prep","35719","CS","24","20","1","Computer Science","1210","3.8","4.1","4.4","4.5","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","3.1","4.2","4.1","4.2","4.2","3.8","2.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.2","4.2","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.5","4.5","4.5","4.5","4.5","4.4","4.3","4.2","4.4","4.5","4.3","4.4","4.5","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","74","26",NA,NA,NA
"27","Discrete Structures (201730: Spring 2017)","Gold, Kevin","01","Discrete Structures","30567","CS","63","38","0","Computer Science","1800","3.9","3.9","4.6","4.7","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.6","3.9","4.4","4.2","3.7","3.6","4.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.0","3.5","3.8","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.6","4.7","4.7","4.7","4.6","4.1","4.5","4.6","4.7","4.3","4.5","4.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4","5","43","43","8",NA
"28","Discrete Structures (201730: Spring 2017)","Schnyder, Walter","02","Discrete Structures","34670","CS","63","35","1","Computer Science","1800","3.6","3.4","4.0","4.1","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.4","3.2","3.7","3.9","3.5","3.5","3.5","3.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.6","3.6","2.9","3.5","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","3.8","3.9","4.1","4.4","3.9","3.8","3.9","3.7","4.4","4.0","4.3","4.1","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4","26",NA,"41","18","12"
"29","Discrete Structures (201730: Spring 2017)","Schnyder, Walter","03","Discrete Structures","35012","CS","60","28","1","Computer Science","1800","3.8","3.7","4.2","4.1","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.7","3.8","3.9","3.8","3.6","3.6","3.9","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.8","3.3","3.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","4.2","4.3","4.2","4.5","3.9","4.0","4.2","3.8","4.6","4.1","4.5","4.3","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4","26",NA,"33","19","15"
"30","Recitation for CS 1800 (201730: Spring 2017)","Gold, Kevin","01","Recitation for CS 1800","34352","CS","34","22","2","Computer Science","1801","3.4","3.3","4.0","3.8","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.1","3.2","3.1","3.8","3.6","3.6","3.0","3.6","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.4","3.6","2.9","3.5","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.0","3.9","4.1","3.9","4.0","3.6","3.9","4.0","3.8","4.3","4.0","3.9","4.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4","79","11","5",NA,"5"
"31","Recitation for CS 1800 (201730: Spring 2017)","Gold, Kevin","02","Recitation for CS 1800","34353","CS","35","23","1","Computer Science","1801","3.0","2.7","3.6","3.7","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.1","3.1","3.2","3.2","2.9","2.8","3.0","3.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","2.7","2.9","2.6","2.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.5","3.4","3.5","3.8","3.9","3.6","3.4","3.5","3.2","4.0","3.4","3.5","3.6","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.2","4.4","68","23","9",NA,NA
