"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106"
"545","Special Topics: Formal Methods (201630: Spring 2016)","Wahl, Thomas","01","Special Topics: Formal Methods","36696","CS","10","5","0","Computer Science","7485","4.3","4.7","4.9","5.0","4.0","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.2","4.0","4.6","4.4","4.8","4.2","4.0","4.2","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.8","4.6","4.6","4.2","4.3","3.8","4.0","4.3","4.3","4.0","4.1","5.0","5.0","5.0","5.0","5.0","4.8","4.8","5.0","5.0","4.8","4.8","4.4","4.8","4.3","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4",NA,"40",NA,"40",NA
"546","Spec Topics Computer Systems (201630: Spring 2016)","Desnoyers, Peter","01","Spec Topics Computer Systems","36697","CS","26","12","0","Computer Science","7680","4.2","4.3","4.6","4.2","4.0","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.3","4.0","4.2","4.3","4.2","4.5","4.3","4.2","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.1","4.2","4.5","4.2","4.3","3.8","4.0","4.3","4.3","4.0","4.1","4.6","4.5","4.7","4.8","4.8","4.8","4.5","4.6","4.3","4.8","4.7","4.4","4.7","4.3","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4",NA,"8","8","33","50"
"547","Theory of Computation (201630: Spring 2016)","Manolios, Pete","01","Theory of Computation","31342","CS","14","8","0","Computer Science","7805","3.6","4.0","3.6","3.0","4.0","4.1","4.2","4.2","4.1","4.2","4.4","4.4","3.5","4.3","3.0","4.3","2.4","3.8","3.0","4.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.6","4.1","4.5","4.2","4.3","3.8","4.0","4.3","4.3","4.0","4.1","4.0","3.1","4.1","3.8","3.1","3.4","3.3","3.8","3.0","3.6","3.0","4.1","4.0","4.3","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.0","4.2","4.4",NA,NA,"13","38","50"
"548","Spec Topic Theory of Comp Sci (201630: Spring 2016)","Rajaraman, Rajmohan","01","Spec Topic Theory of Comp Sci","36698","CS","7","3","0","Computer Science","7880","4.6","4.8","4.9","5.0","4.0","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.7","4.0","4.7","5.0","5.0","5.0","4.3","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","5.0","5.0","4.3","5.0","4.2","4.3","3.8","4.0","4.3","4.3","4.0","4.1","5.0","5.0","5.0","5.0","4.7","5.0","5.0","5.0","5.0","4.7","4.7","5.0","5.0","4.3","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4",NA,"33",NA,"33","33"
"549","Collect/Store/Retrieve Data (201630: Spring 2016)","Durant, Kathleen","01","Collect/Store/Retrieve Data","35985","DSCS","50","30","0","Computer Science","6020","3.8","4.0","4.0","3.9","4.0","4.1","4.2","4.2","4.1","4.2","4.4","4.4","3.7","3.7","3.8","3.9","3.4","3.9","3.8","4.2","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.1","3.7","3.9","4.2","4.3","3.8","4.0","4.3","4.3","4.0","4.1","3.9","3.8","4.0","4.0","3.8","3.7","3.8","4.0","3.7","4.2","4.1","4.1","4.0","4.3","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.2","4.4","3","10","30","20","37"
"550","Intro Data Mining/Machine Lrn (201630: Spring 2016)","Brown, Nicholas","01","Intro Data Mining/Machine Lrn","36699","DSCS","26","15","0","Computer Science","6030","4.1","4.2","4.3","4.1","4.0","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.1","4.2","4.2","4.4","3.9","3.9","4.0","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","4.0","4.1","4.2","4.3","3.8","4.0","4.3","4.3","4.0","4.1","4.3","4.0","4.2","3.9","4.6","4.3","3.9","4.3","4.0","4.6","4.5","4.7","4.3","4.3","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4",NA,NA,"60",NA,"33"
"551","Found of Information Assurance (201630: Spring 2016)","Brodeur, Derek","01","Found of Information Assurance","31730","IA","26","18","0","Information Assurance","5010","3.9","4.0","4.4","4.4","4.1","4.1","4.2","4.3","4.1","4.2","4.4","4.4","3.9","3.8","4.1","4.1","3.8","3.9","3.9","3.7","4.2","4.1","4.3","4.1","4.1","4.1","4.0","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","4.0","3.9","4.2","4.2","4.2","4.0","4.2","4.3","4.3","4.0","4.1","4.6","4.3","4.3","4.5","4.2","4.3","4.3","4.4","4.3","4.6","4.4","4.1","4.3","4.4","4.2","4.3","4.3","4.3","4.2","3.9","4.2","4.1","4.4","4.1","3.9","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.3","4.4","11","39","22","11","17"
"552","Network Security Practices (201630: Spring 2016)","Amorin, Kevin","01","Network Security Practices","31732","IA","63","34","0","Information Assurance","5150","4.4","4.3","4.5","4.6","4.1","4.1","4.2","4.3","4.1","4.2","4.4","4.4","4.5","4.5","4.7","4.5","4.3","4.1","4.1","4.5","4.2","4.1","4.3","4.1","4.1","4.1","4.0","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","4.0","4.2","4.2","4.2","4.0","4.2","4.3","4.3","4.0","4.1","4.7","4.6","4.6","4.6","4.7","4.6","4.1","4.4","4.5","4.5","4.3","4.0","4.7","4.4","4.2","4.3","4.3","4.3","4.2","3.9","4.2","4.1","4.4","4.1","3.9","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.3","4.4","3","6","41","29","21"
"553","Lab for IA 5150 (201630: Spring 2016)","Amorin, Kevin","01","Lab for IA 5150","32985","IA","63","30","1","Information Assurance","5151","4.6","4.5","4.6","4.6","4.1","4.1","4.2","4.3","4.1","4.2","4.4","4.4","4.5","4.4","4.6","4.6","4.6","4.6","4.5","4.5","4.2","4.1","4.3","4.1","4.1","4.1","4.0","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.6","4.3","4.5","4.2","4.2","4.0","4.2","4.3","4.3","4.0","4.1","4.8","4.8","4.8","4.6","4.7","4.8","4.5","4.6","4.6","4.6","4.6","4.5","4.7","4.4","4.2","4.3","4.3","4.3","4.2","3.9","4.2","4.1","4.4","4.1","3.9","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.3","4.4","7","28","34","14","17"
"554","Security Risk Mgt  Assessment (201630: Spring 2016)","Trow, Timothy","01","Security Risk Mgt  Assessment","34027","IA","37","19","0","Information Assurance","5200","3.6","3.8","3.4","3.4","4.1","4.1","4.2","4.3","4.1","4.2","4.4","4.4","3.7","3.4","4.0","3.8","3.3","4.0","3.3","3.2","4.2","4.1","4.3","4.1","4.1","4.1","4.0","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.6","3.9","3.7","4.0","4.2","4.2","4.0","4.2","4.3","4.3","4.0","4.1","3.4","3.3","3.6","3.6","3.4","3.3","3.3","3.7","3.3","3.9","3.3","3.2","3.4","4.4","4.2","4.3","4.3","4.3","4.2","3.9","4.2","4.1","4.4","4.1","3.9","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.4","4.3","4.4",NA,"11","53","26","11"
"555","Information System Forensics (201630: Spring 2016)","Howell, Frederick","02","Information System Forensics","32173","IA","23","12","0","Information Assurance","5210","3.4","3.4","3.4","3.4","4.1","4.1","4.2","4.3","4.1","4.2","4.4","4.4","3.3","3.8","3.5","3.4","3.5","3.4","3.2","3.4","4.2","4.1","4.3","4.1","4.1","4.1","4.0","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.4","3.4","3.2","3.4","4.2","4.2","4.0","4.2","4.3","4.3","4.0","4.1","3.9","3.2","3.6","3.5","3.3","3.1","2.9","3.7","2.8","3.9","3.2","3.1","3.8","4.4","4.2","4.3","4.3","4.3","4.2","3.9","4.2","4.1","4.4","4.1","3.9","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.4","4.3","4.4",NA,"8","8","58","25"
"556","Lab for IA 5210 (201630: Spring 2016)","Howell, Frederick","02","Lab for IA 5210","32986","IA","23","11","1","Information Assurance","5211","3.5","3.5","3.4","3.4","4.1","4.1","4.2","4.3","4.1","4.2","4.4","4.4","3.4","3.7","3.6","3.4","3.4","3.3","3.6","3.3","4.2","4.1","4.3","4.1","4.1","4.1","4.0","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.4","3.6","3.5","3.3","4.2","4.2","4.0","4.2","4.3","4.3","4.0","4.1","4.1","3.5","3.4","3.5","3.5","3.3","2.7","3.6","3.0","3.8","3.1","3.1","3.5","4.4","4.2","4.3","4.3","4.3","4.2","3.9","4.2","4.1","4.4","4.1","3.9","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.4","4.3","4.4","20",NA,"20","30","30"
"557","Cyberlaw (201630: Spring 2016)","Courtney, Kyle","01","Cyberlaw","32987","IA","30","23","0","Information Assurance","5240","4.0","4.1","4.1","4.2","4.1","4.1","4.2","4.3","4.1","4.2","4.4","4.4","4.3","3.8","4.2","3.7","4.2","4.0","3.6","4.1","4.2","4.1","4.3","4.1","4.1","4.1","4.0","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","3.9","4.2","4.3","4.2","4.2","4.0","4.2","4.3","4.3","4.0","4.1","4.5","4.3","4.3","4.3","4.4","4.3","3.3","3.7","4.0","4.3","4.3","3.5","4.3","4.4","4.2","4.3","4.3","4.3","4.2","3.9","4.2","4.1","4.4","4.1","3.9","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.3","4.4","4","26","48","13","9"
"558","Decisn Makng: Crit Infrastruct (201630: Spring 2016)","Mancini, Scott","01","Decisn Makng: Crit Infrastruct","36700","IA","27","13","0","Information Assurance","5250","3.8","3.8","4.1","4.1","4.1","4.1","4.2","4.3","4.1","4.2","4.4","4.4","4.0","3.8","4.2","3.6","3.8","4.1","3.8","3.2","4.2","4.1","4.3","4.1","4.1","4.1","4.0","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.6","3.9","3.9","4.2","4.2","4.0","4.2","4.3","4.3","4.0","4.1","4.2","3.9","4.1","4.2","4.4","4.3","3.9","3.9","3.7","4.3","3.9","3.8","4.6","4.4","4.2","4.3","4.3","4.3","4.2","3.9","4.2","4.1","4.4","4.1","3.9","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.3","4.4","8","38","31","8","15"
"559","Software Security Practices (201630: Spring 2016)","Kolesnikov, Oleh","02","Software Security Practices","33052","IA","25","19","0","Information Assurance","6120","4.4","4.4","4.4","4.6","4.1","4.1","4.2","4.3","4.1","4.2","4.4","4.4","4.5","4.6","4.4","4.3","4.2","4.3","4.3","4.4","4.2","4.1","4.3","4.1","4.1","4.1","4.0","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.4","4.2","4.4","4.2","4.2","4.0","4.2","4.3","4.3","4.0","4.1","4.6","4.4","4.4","4.5","4.4","4.2","4.3","4.4","4.4","4.5","4.4","4.4","4.6","4.4","4.2","4.3","4.3","4.3","4.2","3.9","4.2","4.1","4.4","4.1","3.9","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.3","4.4",NA,"26",NA,"21","37"
"560","Lab for IA 6120 (201630: Spring 2016)","Kolesnikov, Oleh","01","Lab for IA 6120","36701","IA","25","18","0","Information Assurance","6121","4.5","4.5","4.5","4.6","4.1","4.1","4.2","4.3","4.1","4.2","4.4","4.4","4.6","4.6","4.5","4.4","4.5","4.6","4.5","4.6","4.2","4.1","4.3","4.1","4.1","4.1","4.0","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.4","4.4","4.5","4.2","4.2","4.0","4.2","4.3","4.3","4.0","4.1","4.6","4.5","4.4","4.5","4.5","4.4","4.5","4.6","4.5","4.6","4.4","4.4","4.6","4.4","4.2","4.3","4.3","4.3","4.2","3.9","4.2","4.1","4.4","4.1","3.9","4.3","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.3","4.4","6","22","28","22","22"
"561","Intro to Web Development (201630: Spring 2016)","Schedlbauer, Martin","01","Intro to Web Development","33452","IS","35","27","0","Information Science","1500","4.3","4.2","4.4","4.4","4.2","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.3","3.8","4.6","4.7","4.2","4.0","4.3","4.1","4.1","3.6","4.4","4.6","4.3","4.3","4.1","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.6","3.5","3.8","4.4","4.5","3.9","4.1","4.3","4.3","4.0","4.1","4.4","4.3","4.4","4.6","4.6","4.5","4.3","4.3","4.3","4.3","4.3","4.1","4.4","4.6","4.5","4.5","4.6","4.6","4.4","4.3","4.5","4.5","4.6","4.5","4.3","4.7","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.5","4.4","7","52","11","30",NA
"562","Info System Design  Dev (201630: Spring 2016)","Schedlbauer, Martin","01","Info System Design  Dev","30424","IS","16","12","0","Information Science","3500","4.5","4.5","4.8","4.8","4.2","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.6","4.7","4.5","4.4","4.8","4.6","4.4","4.3","4.1","3.6","4.4","4.6","4.3","4.3","4.1","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.8","4.3","4.3","4.4","4.5","3.9","4.1","4.3","4.3","4.0","4.1","4.9","5.0","4.8","4.9","4.8","4.9","4.6","4.8","4.9","4.9","4.8","4.7","4.9","4.6","4.5","4.5","4.6","4.6","4.4","4.3","4.5","4.5","4.6","4.5","4.3","4.7","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.5","4.4","8","8","50","25","8"
"563","Human Computer Interaction (201630: Spring 2016)","Sprague, David","01","Human Computer Interaction","30562","IS","32","28","0","Information Science","4300","3.9","4.1","4.5","4.4","4.2","4.2","4.5","4.5","4.1","4.2","4.4","4.4","3.8","2.7","4.2","4.5","4.1","4.4","3.7","3.8","4.1","3.6","4.4","4.6","4.3","4.3","4.1","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.3","3.8","4.3","4.4","4.5","3.9","4.1","4.3","4.3","4.0","4.1","4.6","4.4","4.3","4.4","4.6","4.1","4.4","4.5","4.4","4.6","4.3","4.4","4.8","4.6","4.5","4.5","4.6","4.6","4.4","4.3","4.5","4.5","4.6","4.5","4.3","4.7","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.5","4.4","4","29","57","11",NA
"564","Empirical Research Methods (201630: Spring 2016)","Bickmore, Timothy","01","Empirical Research Methods","30327","IS","20","11","0","Information Science","4800","4.1","4.0","4.3","4.4","4.2","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.1","3.9","4.0","4.5","4.1","4.3","3.8","4.1","4.1","3.6","4.4","4.6","4.3","4.3","4.1","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.5","3.6","3.9","4.4","4.5","3.9","4.1","4.3","4.3","4.0","4.1","4.4","4.3","4.3","4.6","4.5","4.3","3.9","4.3","4.1","4.4","4.4","4.0","4.3","4.6","4.5","4.5","4.6","4.6","4.4","4.3","4.5","4.5","4.6","4.5","4.3","4.7","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.5","4.4","10","10","40","30","10"
"565","Information Science Sr Project (201630: Spring 2016)","Schedlbauer, Martin","01","Information Science Sr Project","30884","IS","9","9","1","Information Science","4900","4.5","4.6","4.7","5.0","4.2","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.3","4.4","4.3","4.9","4.6","4.6","4.4","4.5","4.1","3.6","4.4","4.6","4.3","4.3","4.1","4.0","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.6","4.5","4.6","4.4","4.5","3.9","4.1","4.3","4.3","4.0","4.1","4.8","4.8","4.8","4.8","4.4","4.6","4.1","4.8","4.9","4.9","4.8","4.5","4.9","4.6","4.5","4.5","4.6","4.6","4.4","4.3","4.5","4.5","4.6","4.5","4.3","4.7","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.5","4.4",NA,"25","50","25",NA
"566","CS  Its Applications (201610: Fall 2015)","Amor-Tijani, Ghita","","CS  Its Applications","11758","CS","49","32","1","Computer Science","1100","4.2","4.4","4.3","4.3","3.9","4.0","4.2","4.2","4.1","4.1","4.3","4.3","3.8","4.4","4.7","4.5","3.5","3.8","4.6","4.2","3.9","3.6","4.1","4.3","3.9","3.9","3.8","4.0","4.0","3.9","4.2","4.2","4.1","4.1","4.0","4.0","4.6","4.7","4.0","4.1","4.2","4.2","3.8","4.0","4.2","4.3","4.0","4.1","4.3","4.3","4.2","4.5","4.4","4.2","4.1","4.4","4.2","4.5","4.3","4.3","4.2","4.3","4.1","4.3","4.3","4.4","4.1","4.0","4.2","4.0","4.5","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.3","16",NA,"48","26","6"
"567","CS  Its Applications (201610: Fall 2015)","Lieberherr, Karl","","CS  Its Applications","11757","CS","47","33","2","Computer Science","1100","3.9","4.3","3.9","3.7","3.9","4.0","4.2","4.2","4.1","4.1","4.3","4.3","3.9","3.9","4.5","4.4","3.4","3.3","4.1","3.9","3.9","3.6","4.1","4.3","3.9","3.9","3.8","4.0","4.0","3.9","4.2","4.2","4.1","4.1","4.0","4.0","4.4","4.5","4.1","4.0","4.2","4.2","3.8","4.0","4.2","4.3","4.0","4.1","3.9","3.7","3.9","4.0","3.9","3.7","3.7","4.0","3.7","4.4","3.9","3.9","3.8","4.3","4.1","4.3","4.3","4.4","4.1","4.0","4.2","4.0","4.5","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.2","4.3","19",NA,"23","35","13"
"568","CS  Its Applications (201610: Fall 2015)","Lieberherr, Karl","","CS  Its Applications","11760","CS","45","26","2","Computer Science","1100","4.1","4.5","4.0","3.8","3.9","4.0","4.2","4.2","4.1","4.1","4.3","4.3","4.0","3.9","4.5","4.4","3.6","3.8","4.4","4.0","3.9","3.6","4.1","4.3","3.9","3.9","3.8","4.0","4.0","3.9","4.2","4.2","4.1","4.1","4.0","4.0","4.6","4.6","4.4","4.4","4.2","4.2","3.8","4.0","4.2","4.3","4.0","4.1","4.0","3.6","4.0","4.0","4.0","3.8","3.9","4.1","3.8","4.6","4.4","3.8","4.2","4.3","4.1","4.3","4.3","4.4","4.1","4.0","4.2","4.0","4.5","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.3","4","33","42","13","8"
"569","CS  Its Applications (201610: Fall 2015)","Durant, Kathleen","","CS  Its Applications","11759","CS","49","30","1","Computer Science","1100","4.2","4.3","4.3","4.3","3.9","4.0","4.2","4.2","4.1","4.1","4.3","4.3","4.1","4.5","4.6","4.5","3.9","4.0","4.4","4.1","3.9","3.6","4.1","4.3","3.9","3.9","3.8","4.0","4.0","3.9","4.2","4.2","4.1","4.1","4.0","4.0","4.7","4.7","3.9","3.8","4.2","4.2","3.8","4.0","4.2","4.3","4.0","4.1","4.4","4.5","4.2","4.4","4.4","4.0","4.1","4.4","4.4","4.5","4.4","4.2","4.2","4.3","4.1","4.3","4.3","4.4","4.1","4.0","4.2","4.0","4.5","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.3","10","41",NA,"38","7"
"570","CS  Its Applications (201610: Fall 2015)","Durant, Kathleen","","CS  Its Applications","11761","CS","44","23","0","Computer Science","1100","3.8","4.0","4.0","4.0","3.9","4.0","4.2","4.2","4.1","4.1","4.3","4.3","3.5","3.2","4.4","4.4","3.4","3.3","3.9","4.1","3.9","3.6","4.1","4.3","3.9","3.9","3.8","4.0","4.0","3.9","4.2","4.2","4.1","4.1","4.0","4.0","4.2","4.2","3.6","3.8","4.2","4.2","3.8","4.0","4.2","4.3","4.0","4.1","4.1","3.9","4.2","4.3","4.1","4.0","3.6","3.8","3.7","4.2","4.0","3.9","4.1","4.3","4.1","4.3","4.3","4.4","4.1","4.0","4.2","4.0","4.5","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.3","22","35",NA,"30","9"
"571","CS  Its Applications (201610: Fall 2015)","Schedlbauer, Martin","","CS  Its Applications","11756","CS","49","24","1","Computer Science","1100","4.2","4.4","4.2","4.4","3.9","4.0","4.2","4.2","4.1","4.1","4.3","4.3","4.0","3.5","4.5","4.5","3.7","3.9","4.5","4.3","3.9","3.6","4.1","4.3","3.9","3.9","3.8","4.0","4.0","3.9","4.2","4.2","4.1","4.1","4.0","4.0","4.6","4.5","4.0","4.3","4.2","4.2","3.8","4.0","4.2","4.3","4.0","4.1","4.4","4.3","4.5","4.5","4.2","4.0","4.0","4.3","4.3","4.1","4.0","3.8","4.2","4.3","4.1","4.3","4.3","4.4","4.1","4.0","4.2","4.0","4.5","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.3","17","48",NA,"22","9"
"572","CS  Its Applications (201610: Fall 2015)","Yang, Zaihan","","CS  Its Applications","15143","CS","44","21","1","Computer Science","1100","4.1","4.3","4.1","3.6","3.9","4.0","4.2","4.2","4.1","4.1","4.3","4.3","4.0","4.1","4.5","4.3","3.5","3.9","4.2","4.2","3.9","3.6","4.1","4.3","3.9","3.9","3.8","4.0","4.0","3.9","4.2","4.2","4.1","4.1","4.0","4.0","4.5","4.5","3.9","4.2","4.2","4.2","3.8","4.0","4.2","4.3","4.0","4.1","3.8","3.6","4.3","4.4","4.4","4.2","4.0","4.3","3.8","4.4","4.0","4.1","4.3","4.3","4.1","4.3","4.3","4.4","4.1","4.0","4.2","4.0","4.5","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.2","4.3","15","20","35","30",NA
"573","CS  Its Applications (201610: Fall 2015)","Yang, Zaihan","","CS  Its Applications","16525","CS","45","20","0","Computer Science","1100","3.9","4.2","3.9","3.5","3.9","4.0","4.2","4.2","4.1","4.1","4.3","4.3","3.7","4.2","4.6","4.2","2.8","3.5","4.2","4.0","3.9","3.6","4.1","4.3","3.9","3.9","3.8","4.0","4.0","3.9","4.2","4.2","4.1","4.1","4.0","4.0","4.6","4.4","3.8","4.1","4.2","4.2","3.8","4.0","4.2","4.3","4.0","4.1","3.7","3.5","4.0","4.0","3.9","3.5","3.9","4.4","3.6","4.2","3.8","3.9","3.7","4.3","4.1","4.3","4.3","4.4","4.1","4.0","4.2","4.0","4.5","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.5","4.2","4.3","15","30",NA,"40","10"
"574","CS/IS Overview 1 (201610: Fall 2015)","Hauser, Andrea","","CS/IS Overview 1","10657","CS","19","11","0","Computer Science","1200","3.6","3.4","4.6","4.5","3.9","4.0","4.2","4.2","4.1","4.1","4.3","4.3","3.9","0.0","3.9","3.7","3.8","3.7","3.7","2.2","3.9","3.6","4.1","4.3","3.9","3.9","3.8","4.0","4.0","3.9","4.2","4.2","4.1","4.1","4.0","4.0","3.0","3.5","3.5","3.5","4.2","4.2","3.8","4.0","4.2","4.3","4.0","4.1","4.7","4.7","4.8","4.6","4.7","4.5","4.5","4.6","4.4","4.7","4.3","4.3","4.5","4.3","4.1","4.3","4.3","4.4","4.1","4.0","4.2","4.0","4.5","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.3","82","18",NA,NA,NA
